City,Country,coffee_price_usd,monthly_net_salary,daily_income_usd,coffee_affordability,restaurant_avg_usd,market_avg_usd,general_price_index,coffee_relative_price,coffee_survival_days_30,relative_cost_of_living,student_score
Seoul,South Korea,3.62,3166.44,105.548,0.034297191798991926,8.882857142857143,6.1175,7.500178571428571,0.48265517487678866,8.287292817679559,0.37293712962453224,0.236532574287439
Tokyo,Japan,2.78,2541.64,84.72133333333333,0.032813459026455355,8.382857142857143,4.5245,6.453678571428571,0.43076207921285203,10.79136690647482,0.32090120775477654,0.20981559482803858
Shanghai,China,4.03,1555.7,51.85666666666667,0.07771421225171948,7.638571428571429,3.595,5.616785714285714,0.717492210847587,7.444168734491314,0.2792877425587495,0.3099623178918857
Beijing,China,4.11,1425.93,47.531,0.08646988281332184,6.728571428571429,3.1915,4.9600357142857145,0.8286230657901369,7.2992700729927,0.24663165876709922,0.3411481928971218
Guangzhou,China,3.82,1401.36,46.711999999999996,0.08177770166124336,5.154285714285714,2.8395,3.996892857142857,0.9557424070483321,7.853403141361257,0.19874056802300077,0.36735968654972145
Shenzhen,China,4.24,1616.76,53.892,0.07867587025903659,10.4275,4.863333333333333,7.645416666666667,0.5545806310970626,7.0754716981132075,0.38015891479063035,0.28174390741676314
Kuala Lumpur,Malaysia,2.86,1347.59,44.919666666666664,0.06366921689831477,5.261428571428572,3.2895000000000003,4.2754642857142855,0.6689331985665717,10.48951048951049,0.21259218875141844,0.2750330057694126
Bangkok,Thailand,2.32,815.89,27.19633333333333,0.08530561717878636,6.378571428571428,4.542,5.460285714285714,0.424886191198786,12.931034482758621,0.2715059730674769,0.2244198605625244
Jakarta,Indonesia,1.97,476.53,15.884333333333332,0.12402157261872286,4.7700000000000005,3.342,4.056,0.48570019723865876,15.228426395939087,0.2016795978057612,0.2480567650421113
Melbourne,Australia,3.04,4257.51,141.917,0.021420971412868084,13.452857142857143,5.0985,9.275678571428571,0.32773882542286087,9.868421052631579,0.4612216774312702,0.20127646881954636
Brisbane,Australia,3.14,3941.48,131.38266666666667,0.023899651907405343,15.53,5.1065,10.318249999999999,0.3043151697235481,9.554140127388534,0.5130622559317789,0.20585682805712288
Sydney,Australia,2.9,3831.96,127.732,0.02270378605204647,15.095714285714285,4.9855,10.040607142857143,0.2888271554437872,10.344827586206897,0.499256807272456,0.1978514011136506
Perth,Australia,3.2,3762.67,125.42233333333334,0.025513797383241155,14.987142857142857,4.738,9.862571428571428,0.32445899359772884,9.375,0.49040420094794807,0.20817543696052887
Canberra,Australia,3.09,3613.53,120.45100000000001,0.025653585275340177,15.684285714285716,5.1674999999999995,10.425892857142857,0.2963774942194056,9.708737864077671,0.5184146642491445,0.2054229737533207
Adelaide,Australia,2.96,3357.57,111.91900000000001,0.026447698782154947,13.16,5.0200000000000005,9.09,0.3256325632563256,10.135135135135135,0.4519890394611364,0.20131142626020243
Auckland,New Zealand,2.94,3145.01,104.83366666666667,0.028044425931873028,12.77,4.5835,8.67675,0.33883654594174084,10.204081632653061,0.4314406928651722,0.20196131532149322
Wellington,New Zealand,2.82,3113.81,103.79366666666667,0.027169287785703045,12.587142857142856,4.305,8.446071428571429,0.3338830394519853,10.638297872340425,0.4199704853927556,0.19774365280699824
Christchurch,New Zealand,2.88,2537.36,84.57866666666668,0.034051139767317204,14.227142857142857,4.2490000000000006,9.238071428571429,0.3117533808076825,10.416666666666668,0.45935170863293384,0.20242192585255014
San Francisco,United States,4.71,7208.69,240.28966666666665,0.019601342268844964,18.849999999999998,6.058999999999999,12.4545,0.378176562688185,6.369426751592357,0.6192846525818178,0.24711057045724155
Seattle,United States,4.74,6551.45,218.38166666666666,0.02170511871417778,28.185,5.825,17.005,0.27874154660394007,6.329113924050633,0.8455526530293316,0.26358555394413724
Boston,United States,4.32,6085.25,202.84166666666667,0.021297399449488517,18.66142857142857,5.983,12.322214285714285,0.35058633942183404,6.944444444444444,0.6127069085846307,0.23836598326822062
San Jose,United States,4.66,5758.7,191.95666666666665,0.024276312362165074,16.09714285714286,5.1735,10.63532142857143,0.43816259163367344,6.437768240343347,0.5288282416788165,0.24935258200694788
Atlanta,United States,4.24,5115.83,170.52766666666668,0.024864000562958503,12.601428571428572,5.1005,8.850964285714287,0.4790438491366961,7.0754716981132075,0.4401032833668673,0.24416581169586155
Denver,United States,4.62,4939.31,164.6436666666667,0.028060599557428057,15.895714285714286,4.6345,10.265107142857143,0.45006836613632173,6.4935064935064934,0.5104197929005116,0.25113476819971287
Austin,United States,3.95,4911.67,163.72233333333332,0.02412621369106638,12.631428571428572,4.111,8.371214285714286,0.4718550816147171,7.594936708860759,0.4162483062841962,0.23686929258678757
Dallas,United States,4.1,4677.2,155.90666666666667,0.02629778499957239,13.33,3.9770000000000003,8.653500000000001,0.47379672964696357,7.317073170731708,0.4302846152889928,0.24134483445167382
Houston,United States,4.07,4492.8,149.76000000000002,0.027176816239316236,13.021428571428572,4.1515,8.586464285714285,0.4740018550792153,7.37100737100737,0.42695134707011584,0.24117923405744585
Philadelphia,United States,3.97,4246.62,141.554,0.028045834098647866,13.691428571428572,5.197,9.444214285714287,0.42036318532132294,7.556675062972292,0.46960190797196294,0.2340522542401134
Miami,United States,4.21,4094.46,136.482,0.030846558520537505,23.052500000000002,4.638333333333333,13.845416666666667,0.30407174456047426,7.1258907363420425,0.6884462684384902,0.24433405631610908
Las Vegas,United States,4.47,4018.19,133.93966666666668,0.03337323521286947,15.694285714285714,4.077,9.885642857142857,0.45217089718856346,6.7114093959731544,0.49155139928007086,0.2506481666190179
Phoenix,United States,4.23,4106.37,136.879,0.030903206481637073,14.018571428571429,4.1915,9.105035714285714,0.4645780788496162,7.092198581560283,0.4527366718107087,0.24537236125784515
Ottawa,Canada,3.14,3717.67,123.92233333333334,0.025338451234240802,20.8725,4.916666666666667,12.894583333333333,0.24351310304714513,9.554140127388534,0.6411672535846988,0.21395660724820373
Montreal,Canada,2.75,2971.28,99.04266666666668,0.02776581136749145,11.925714285714287,4.3950000000000005,8.160357142857144,0.33699505448816136,10.909090909090908,0.40576369490207087,0.19613416101060832
Calgary,Canada,3.2,3035.67,101.18900000000001,0.031623990749982706,13.079999999999998,4.2509999999999994,8.665499999999998,0.3692804800646242,9.375,0.4308813004896014,0.2127723994922989
Edmonton,Canada,3.23,2875.53,95.85100000000001,0.03369813564803705,13.34142857142857,4.159000000000001,8.750214285714286,0.369133817131009,9.287925696594428,0.43509361387008955,0.21460793573733916
Winnipeg,Canada,3.42,2613.42,87.114,0.039258902128245746,11.872857142857143,4.299,8.085928571428571,0.42295698877238236,8.771929824561404,0.4020628259792474,0.22692911289168707
Santiago,Chile,2.46,848.58,28.286,0.08696881849678285,8.777142857142858,2.325,5.551071428571429,0.4431576915653348,12.195121951219512,0.276020180745892,0.23163575286717025
Buenos Aires,Argentina,2.01,783.86,26.128666666666668,0.07692700227081366,6.907142857142857,1.9395,4.423321428571429,0.4544096630683148,14.92537313432836,0.21994420283034782,0.21877524062197085
Lima,Peru,2.88,629.81,20.993666666666666,0.13718423016465284,6.982857142857143,3.1285,5.0556785714285715,0.5696564683276937,10.416666666666668,0.25138738188385595,0.2897665319574057
Bogota,Colombia,1.23,435.19,14.506333333333334,0.08479055125347548,5.385714285714286,1.8980000000000001,3.641857142857143,0.33773977170203584,24.390243902439025,0.1810868549895136,0.1799345781352512
Rio de Janeiro,Brazil,1.25,474.02,15.800666666666666,0.07911058605122147,5.485714285714287,1.8074999999999999,3.6466071428571434,0.34278438861955823,24.0,0.18132304288142126,0.17865521818776245
